log_ts,utc,lat,lon,hdop,altitude,fix,cog,spkm,spkn,date,nsat,gps_timestamp,log_timestamp,latitude,longitude,speed_kmh,speed_mph,dist_m,dist_from_prev_km,Not Squelched
20250508-01:34:37,013439.000,37.58907,-122.08380,1.1,1.9,3,300.10,0.6,0.3,080525,11,2025-05-08 01:34:39.000,2025-05-08 01:34:37,37.58907,-122.0838,0.6,0.3728226,2.7011815781258552,0.0,False
20250508-01:34:38,013440.000,37.58907,-122.08380,1.1,0.6,3,300.10,0.0,0.0,080525,11,2025-05-08 01:34:40.000,2025-05-08 01:34:38,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:39,013441.000,37.58907,-122.08380,1.1,0.0,3,300.10,0.6,0.3,080525,11,2025-05-08 01:34:41.000,2025-05-08 01:34:39,37.58907,-122.0838,0.6,0.3728226,2.7011815781258552,0.0,False
20250508-01:34:40,013442.000,37.58907,-122.08380,1.1,0.7,3,300.10,0.0,0.0,080525,11,2025-05-08 01:34:42.000,2025-05-08 01:34:40,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:41,013443.000,37.58907,-122.08380,1.1,3.7,3,300.10,0.0,0.0,080525,11,2025-05-08 01:34:43.000,2025-05-08 01:34:41,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:42,013444.000,37.58907,-122.08380,1.1,4.4,3,300.10,0.6,0.3,080525,11,2025-05-08 01:34:44.000,2025-05-08 01:34:42,37.58907,-122.0838,0.6,0.3728226,2.7011815781258552,0.0,False
20250508-01:34:43,013445.000,37.58907,-122.08380,0.9,5.4,3,299.30,0.8,0.4,080525,12,2025-05-08 01:34:45.000,2025-05-08 01:34:43,37.58907,-122.0838,0.8,0.4970968,2.7011815781258552,0.0,False
20250508-01:34:44,013446.000,37.58907,-122.08381,0.9,5.2,3,299.30,0.0,0.0,080525,12,2025-05-08 01:34:46.000,2025-05-08 01:34:44,37.58907,-122.08381,0.0,0.0,3.176679411135888,0.0008811152949660111,False
20250508-01:34:45,013447.000,37.58907,-122.08380,0.9,4.0,3,299.30,0.0,0.0,080525,12,2025-05-08 01:34:47.000,2025-05-08 01:34:45,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0008811152949660111,False
20250508-01:34:46,013448.000,37.58907,-122.08380,0.9,2.1,3,299.30,0.0,0.0,080525,12,2025-05-08 01:34:48.000,2025-05-08 01:34:46,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:47,013449.000,37.58907,-122.08380,1.1,1.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:34:49.000,2025-05-08 01:34:47,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:48,013450.000,37.58907,-122.08380,0.9,1.2,3,299.30,0.0,0.0,080525,12,2025-05-08 01:34:50.000,2025-05-08 01:34:48,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:49,013451.000,37.58907,-122.08380,0.9,0.8,3,299.30,0.0,0.0,080525,12,2025-05-08 01:34:51.000,2025-05-08 01:34:49,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:50,013452.000,37.58907,-122.08380,0.9,0.2,3,299.30,0.0,0.0,080525,12,2025-05-08 01:34:52.000,2025-05-08 01:34:50,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:51,013453.000,37.58907,-122.08380,0.9,1.2,3,299.30,0.0,0.0,080525,12,2025-05-08 01:34:53.000,2025-05-08 01:34:51,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:52,013454.000,37.58907,-122.08380,0.9,4.3,3,299.30,0.0,0.0,080525,12,2025-05-08 01:34:54.000,2025-05-08 01:34:52,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:53,013455.000,37.58907,-122.08380,1.1,4.0,3,299.30,0.3,0.2,080525,11,2025-05-08 01:34:55.000,2025-05-08 01:34:53,37.58907,-122.0838,0.3,0.1864113,2.7011815781258552,0.0,False
20250508-01:34:54,013456.000,37.58907,-122.08381,0.9,4.3,3,299.30,0.3,0.2,080525,12,2025-05-08 01:34:56.000,2025-05-08 01:34:54,37.58907,-122.08381,0.3,0.1864113,3.176679411135888,0.0008811152949660111,False
20250508-01:34:55,013457.000,37.58907,-122.08381,0.9,7.0,3,299.30,0.0,0.0,080525,12,2025-05-08 01:34:57.000,2025-05-08 01:34:55,37.58907,-122.08381,0.0,0.0,3.176679411135888,0.0,False
20250508-01:34:56,013458.000,37.58907,-122.08381,1.1,8.8,3,299.30,0.0,0.0,080525,11,2025-05-08 01:34:58.000,2025-05-08 01:34:56,37.58907,-122.08381,0.0,0.0,3.176679411135888,0.0,False
20250508-01:34:57,013459.000,37.58907,-122.08380,0.9,5.5,3,299.30,0.4,0.2,080525,12,2025-05-08 01:34:59.000,2025-05-08 01:34:57,37.58907,-122.0838,0.4,0.2485484,2.7011815781258552,0.0008811152949660111,False
20250508-01:34:58,013500.000,37.58907,-122.08380,1.1,3.6,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:00.000,2025-05-08 01:34:58,37.58907,-122.0838,0.0,0.0,2.7011815781258552,0.0,False
20250508-01:34:59,013501.000,37.58908,-122.08380,0.9,0.5,3,299.30,0.4,0.2,080525,12,2025-05-08 01:35:01.000,2025-05-08 01:34:59,37.58908,-122.0838,0.4,0.2485484,1.7585550204421434,0.0011119492665983,False
20250508-01:35:00,013502.000,37.58908,-122.08380,1.1,0.0,3,299.30,0.5,0.2,080525,11,2025-05-08 01:35:02.000,2025-05-08 01:35:00,37.58908,-122.0838,0.5,0.3106855,1.7585550204421434,0.0,False
20250508-01:35:01,013503.000,37.58908,-122.08380,1.1,0.8,3,299.30,0.5,0.3,080525,11,2025-05-08 01:35:03.000,2025-05-08 01:35:01,37.58908,-122.0838,0.5,0.3106855,1.7585550204421434,0.0,False
20250508-01:35:02,013504.000,37.58908,-122.08379,1.1,2.2,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:04.000,2025-05-08 01:35:02,37.58908,-122.08379,0.0,0.0,1.3602696900212103,0.0008811151788253355,False
20250508-01:35:03,013505.000,37.58908,-122.08380,1.1,3.4,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:05.000,2025-05-08 01:35:03,37.58908,-122.0838,0.0,0.0,1.7585550204421434,0.0008811151788253355,False
20250508-01:35:04,013506.000,37.58909,-122.08380,1.1,5.2,3,299.30,0.5,0.3,080525,11,2025-05-08 01:35:06.000,2025-05-08 01:35:04,37.58909,-122.0838,0.5,0.3106855,1.1668384400291318,0.0011119492658909769,False
20250508-01:35:05,013507.000,37.58908,-122.08380,1.1,6.1,3,299.30,0.5,0.3,080525,11,2025-05-08 01:35:07.000,2025-05-08 01:35:05,37.58908,-122.0838,0.5,0.3106855,1.7585550204421434,0.0011119492658909769,False
20250508-01:35:06,013508.000,37.58908,-122.08380,0.9,5.0,3,299.30,0.0,0.0,080525,12,2025-05-08 01:35:08.000,2025-05-08 01:35:06,37.58908,-122.0838,0.0,0.0,1.7585550204421434,0.0,False
20250508-01:35:07,013509.000,37.58908,-122.08380,0.9,4.0,3,299.30,0.0,0.0,080525,12,2025-05-08 01:35:09.000,2025-05-08 01:35:07,37.58908,-122.0838,0.0,0.0,1.7585550204421434,0.0,False
20250508-01:35:08,013510.000,37.58908,-122.08380,0.9,2.6,3,299.30,0.5,0.3,080525,12,2025-05-08 01:35:10.000,2025-05-08 01:35:08,37.58908,-122.0838,0.5,0.3106855,1.7585550204421434,0.0,False
20250508-01:35:09,013511.000,37.58908,-122.08380,0.9,1.1,3,299.30,0.5,0.3,080525,12,2025-05-08 01:35:11.000,2025-05-08 01:35:09,37.58908,-122.0838,0.5,0.3106855,1.7585550204421434,0.0,False
20250508-01:35:10,013512.000,37.58908,-122.08379,1.1,0.1,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:12.000,2025-05-08 01:35:10,37.58908,-122.08379,0.0,0.0,1.3602696900212103,0.0008811151788253355,False
20250508-01:35:11,013513.000,37.58908,-122.08379,0.9,0.2,3,299.30,0.0,0.0,080525,12,2025-05-08 01:35:13.000,2025-05-08 01:35:11,37.58908,-122.08379,0.0,0.0,1.3602696900212103,0.0,False
20250508-01:35:12,013514.000,37.58908,-122.08379,1.1,0.0,3,299.30,0.5,0.3,080525,11,2025-05-08 01:35:14.000,2025-05-08 01:35:12,37.58908,-122.08379,0.5,0.3106855,1.3602696900212103,0.0,False
20250508-01:35:13,013515.000,37.58908,-122.08379,1.1,1.5,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:15.000,2025-05-08 01:35:13,37.58908,-122.08379,0.0,0.0,1.3602696900212103,0.0,False
20250508-01:35:14,013516.000,37.58908,-122.08379,1.1,2.8,3,299.30,0.5,0.3,080525,11,2025-05-08 01:35:16.000,2025-05-08 01:35:14,37.58908,-122.08379,0.5,0.3106855,1.3602696900212103,0.0,False
20250508-01:35:15,013517.000,37.58908,-122.08378,1.1,0.0,3,299.30,0.5,0.3,080525,10,2025-05-08 01:35:17.000,2025-05-08 01:35:15,37.58908,-122.08378,0.5,0.3106855,1.4699929125219486,0.0008811151765833875,False
20250508-01:35:16,013518.000,37.58908,-122.08378,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:18.000,2025-05-08 01:35:16,37.58908,-122.08378,0.0,0.0,1.4699929125219486,0.0,False
20250508-01:35:17,013519.000,37.58908,-122.08378,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:19.000,2025-05-08 01:35:17,37.58908,-122.08378,0.0,0.0,1.4699929125219486,0.0,False
20250508-01:35:18,013520.000,37.58908,-122.08378,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:20.000,2025-05-08 01:35:18,37.58908,-122.08378,0.0,0.0,1.4699929125219486,0.0,False
20250508-01:35:19,013521.000,37.58907,-122.08378,0.9,0.0,3,299.30,0.0,0.0,080525,12,2025-05-08 01:35:21.000,2025-05-08 01:35:19,37.58907,-122.08378,0.0,0.0,2.522844663426291,0.0011119492665983,False
20250508-01:35:20,013522.000,37.58907,-122.08378,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:22.000,2025-05-08 01:35:20,37.58907,-122.08378,0.0,0.0,2.522844663426291,0.0,False
20250508-01:35:21,013523.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:23.000,2025-05-08 01:35:21,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0008811152949660111,False
20250508-01:35:22,013524.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:24.000,2025-05-08 01:35:22,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0,False
20250508-01:35:23,013525.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:25.000,2025-05-08 01:35:23,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0,False
20250508-01:35:24,013526.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.4,0.2,080525,11,2025-05-08 01:35:26.000,2025-05-08 01:35:24,37.58907,-122.08377,0.4,0.2485484,2.868452307057581,0.0,False
20250508-01:35:25,013527.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:27.000,2025-05-08 01:35:25,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0,False
20250508-01:35:26,013528.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:28.000,2025-05-08 01:35:26,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0,False
20250508-01:35:27,013529.000,37.58906,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:29.000,2025-05-08 01:35:27,37.58906,-122.08377,0.0,0.0,3.8606666858279737,0.0011119492658909769,False
20250508-01:35:28,013530.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.3,0.2,080525,11,2025-05-08 01:35:30.000,2025-05-08 01:35:28,37.58907,-122.08377,0.3,0.1864113,2.868452307057581,0.0011119492658909769,False
20250508-01:35:29,013531.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.3,0.2,080525,11,2025-05-08 01:35:31.000,2025-05-08 01:35:29,37.58907,-122.08377,0.3,0.1864113,2.868452307057581,0.0,False
20250508-01:35:30,013532.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:32.000,2025-05-08 01:35:30,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0,False
20250508-01:35:31,013533.000,37.58907,-122.08378,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:33.000,2025-05-08 01:35:31,37.58907,-122.08378,0.0,0.0,2.522844663426291,0.0008811152949660111,False
20250508-01:35:32,013534.000,37.58907,-122.08378,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:34.000,2025-05-08 01:35:32,37.58907,-122.08378,0.0,0.0,2.522844663426291,0.0,False
20250508-01:35:33,013535.000,37.58907,-122.08378,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:35.000,2025-05-08 01:35:33,37.58907,-122.08378,0.0,0.0,2.522844663426291,0.0,False
20250508-01:35:34,013536.000,37.58907,-122.08378,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:36.000,2025-05-08 01:35:34,37.58907,-122.08378,0.0,0.0,2.522844663426291,0.0,False
20250508-01:35:35,013537.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.4,0.2,080525,11,2025-05-08 01:35:37.000,2025-05-08 01:35:35,37.58907,-122.08377,0.4,0.2485484,2.868452307057581,0.0008811152949660111,False
20250508-01:35:36,013538.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.4,0.2,080525,11,2025-05-08 01:35:38.000,2025-05-08 01:35:36,37.58907,-122.08377,0.4,0.2485484,2.868452307057581,0.0,False
20250508-01:35:37,013539.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.5,0.3,080525,11,2025-05-08 01:35:39.000,2025-05-08 01:35:37,37.58907,-122.08377,0.5,0.3106855,2.868452307057581,0.0,False
20250508-01:35:38,013540.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:40.000,2025-05-08 01:35:38,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0,False
20250508-01:35:39,013541.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:41.000,2025-05-08 01:35:39,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0,False
20250508-01:35:40,013542.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:42.000,2025-05-08 01:35:40,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0,False
20250508-01:35:41,013543.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:43.000,2025-05-08 01:35:41,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0,False
20250508-01:35:42,013544.000,37.58907,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:44.000,2025-05-08 01:35:42,37.58907,-122.08377,0.0,0.0,2.868452307057581,0.0,False
20250508-01:35:43,013545.000,37.58907,-122.08377,0.9,0.0,3,299.30,0.3,0.2,080525,12,2025-05-08 01:35:45.000,2025-05-08 01:35:43,37.58907,-122.08377,0.3,0.1864113,2.868452307057581,0.0,False
20250508-01:35:44,013546.000,37.58908,-122.08377,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:46.000,2025-05-08 01:35:44,37.58908,-122.08377,0.0,0.0,2.006029001437734,0.0011119492665983,False
20250508-01:35:45,013547.000,37.58908,-122.08377,0.9,0.0,3,299.30,0.0,0.0,080525,12,2025-05-08 01:35:47.000,2025-05-08 01:35:45,37.58908,-122.08377,0.0,0.0,2.006029001437734,0.0,False
20250508-01:35:46,013548.000,37.58908,-122.08378,1.1,0.0,3,299.30,0.3,0.2,080525,11,2025-05-08 01:35:48.000,2025-05-08 01:35:46,37.58908,-122.08378,0.3,0.1864113,1.4699929125219486,0.0008811151765833875,False
20250508-01:35:47,013549.000,37.58908,-122.08378,0.9,0.0,3,299.30,0.0,0.0,080525,12,2025-05-08 01:35:49.000,2025-05-08 01:35:47,37.58908,-122.08378,0.0,0.0,1.4699929125219486,0.0,False
20250508-01:35:48,013550.000,37.58908,-122.08378,0.9,0.0,3,299.30,0.0,0.0,080525,12,2025-05-08 01:35:50.000,2025-05-08 01:35:48,37.58908,-122.08378,0.0,0.0,1.4699929125219486,0.0,False
20250508-01:35:49,013551.000,37.58908,-122.08378,1.1,0.0,3,299.30,0.3,0.2,080525,11,2025-05-08 01:35:51.000,2025-05-08 01:35:49,37.58908,-122.08378,0.3,0.1864113,1.4699929125219486,0.0,False
20250508-01:35:50,013552.000,37.58908,-122.08378,0.9,0.0,3,299.30,0.0,0.0,080525,12,2025-05-08 01:35:52.000,2025-05-08 01:35:50,37.58908,-122.08378,0.0,0.0,1.4699929125219486,0.0,False
20250508-01:35:51,013553.000,37.58908,-122.08378,1.1,0.0,3,299.30,0.0,0.0,080525,11,2025-05-08 01:35:53.000,2025-05-08 01:35:51,37.58908,-122.08378,0.0,0.0,1.4699929125219486,0.0,False
20250508-01:35:52,013554.000,37.58908,-122.08378,0.9,0.0,3,299.30,0.0,0.0,080525,12,2025-05-08 01:35:54.000,2025-05-08 01:35:52,37.58908,-122.08378,0.0,0.0,1.4699929125219486,0.0,False
20250508-01:35:53,013555.000,37.58909,-122.08378,0.9,0.0,3,279.70,0.3,0.2,080525,12,2025-05-08 01:35:55.000,2025-05-08 01:35:53,37.58909,-122.08378,0.3,0.1864113,0.6556488947924781,0.0011119492658909769,False
20250508-01:35:54,013556.000,37.58909,-122.08379,1.1,0.2,3,279.70,0.0,0.0,080525,11,2025-05-08 01:35:56.000,2025-05-08 01:35:54,37.58909,-122.08379,0.0,0.0,0.3454417196745808,0.000881115058200737,False
20250508-01:35:55,013557.000,37.58910,-122.08380,1.1,1.3,3,279.70,0.0,0.0,080525,11,2025-05-08 01:35:57.000,2025-05-08 01:35:55,37.5891,-122.0838,0.0,0.0,1.4503001314991035,0.0014187300014162868,False
20250508-01:35:56,013558.000,37.58910,-122.08380,1.1,1.7,3,279.70,0.0,0.0,080525,11,2025-05-08 01:35:58.000,2025-05-08 01:35:56,37.5891,-122.0838,0.0,0.0,1.4503001314991035,0.0,False
20250508-01:35:57,013559.000,37.58910,-122.08380,1.1,1.2,3,279.70,0.0,0.0,080525,11,2025-05-08 01:35:59.000,2025-05-08 01:35:57,37.5891,-122.0838,0.0,0.0,1.4503001314991035,0.0,False
20250508-01:35:58,013600.000,37.58910,-122.08380,1.1,1.3,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:00.000,2025-05-08 01:35:58,37.5891,-122.0838,0.0,0.0,1.4503001314991035,0.0,False
20250508-01:35:59,013601.000,37.58911,-122.08379,1.1,0.0,3,279.70,0.3,0.2,080525,11,2025-05-08 01:36:01.000,2025-05-08 01:35:59,37.58911,-122.08379,0.3,0.1864113,2.018888236394016,0.001418729927893657,False
20250508-01:36:00,013602.000,37.58911,-122.08379,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:02.000,2025-05-08 01:36:00,37.58911,-122.08379,0.0,0.0,2.018888236394016,0.0,False
20250508-01:36:01,013603.000,37.58911,-122.08379,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:03.000,2025-05-08 01:36:01,37.58911,-122.08379,0.0,0.0,2.018888236394016,0.0,False
20250508-01:36:02,013604.000,37.58911,-122.08379,1.1,0.0,3,279.70,0.3,0.2,080525,11,2025-05-08 01:36:04.000,2025-05-08 01:36:02,37.58911,-122.08379,0.3,0.1864113,2.018888236394016,0.0,False
20250508-01:36:03,013605.000,37.58911,-122.08379,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:05.000,2025-05-08 01:36:03,37.58911,-122.08379,0.0,0.0,2.018888236394016,0.0,False
20250508-01:36:04,013606.000,37.58911,-122.08379,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:06.000,2025-05-08 01:36:04,37.58911,-122.08379,0.0,0.0,2.018888236394016,0.0,False
20250508-01:36:05,013607.000,37.58912,-122.08379,1.1,0.0,3,279.70,0.3,0.2,080525,11,2025-05-08 01:36:07.000,2025-05-08 01:36:05,37.58912,-122.08379,0.3,0.1864113,3.1246588758126594,0.0011119492665983,False
20250508-01:36:06,013608.000,37.58912,-122.08379,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:08.000,2025-05-08 01:36:06,37.58912,-122.08379,0.0,0.0,3.1246588758126594,0.0,False
20250508-01:36:07,013609.000,37.58912,-122.08379,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:09.000,2025-05-08 01:36:07,37.58912,-122.08379,0.0,0.0,3.1246588758126594,0.0,False
20250508-01:36:08,013610.000,37.58912,-122.08380,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:10.000,2025-05-08 01:36:08,37.58912,-122.0838,0.0,0.0,3.3174801511012273,0.0008811147052945713,False
20250508-01:36:09,013611.000,37.58912,-122.08380,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:11.000,2025-05-08 01:36:09,37.58912,-122.0838,0.0,0.0,3.3174801511012273,0.0,False
20250508-01:36:10,013612.000,37.58912,-122.08380,1.1,0.0,3,279.70,0.4,0.2,080525,11,2025-05-08 01:36:12.000,2025-05-08 01:36:10,37.58912,-122.0838,0.4,0.2485484,3.3174801511012273,0.0,False
20250508-01:36:11,013613.000,37.58912,-122.08380,1.1,0.0,3,279.70,0.4,0.2,080525,11,2025-05-08 01:36:13.000,2025-05-08 01:36:11,37.58912,-122.0838,0.4,0.2485484,3.3174801511012273,0.0,False
20250508-01:36:12,013614.000,37.58912,-122.08380,1.1,0.0,3,279.70,0.5,0.2,080525,11,2025-05-08 01:36:14.000,2025-05-08 01:36:12,37.58912,-122.0838,0.5,0.3106855,3.3174801511012273,0.0,False
20250508-01:36:13,013615.000,37.58912,-122.08380,1.1,0.0,3,279.70,0.5,0.2,080525,11,2025-05-08 01:36:15.000,2025-05-08 01:36:13,37.58912,-122.0838,0.5,0.3106855,3.3174801511012273,0.0,False
20250508-01:36:14,013616.000,37.58912,-122.08379,1.1,0.2,3,279.70,0.6,0.3,080525,11,2025-05-08 01:36:16.000,2025-05-08 01:36:14,37.58912,-122.08379,0.6,0.3728226,3.1246588758126594,0.0008811147052945713,False
20250508-01:36:15,013617.000,37.58912,-122.08379,1.1,0.1,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:17.000,2025-05-08 01:36:15,37.58912,-122.08379,0.0,0.0,3.1246588758126594,0.0,False
20250508-01:36:16,013618.000,37.58912,-122.08379,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:18.000,2025-05-08 01:36:16,37.58912,-122.08379,0.0,0.0,3.1246588758126594,0.0,False
20250508-01:36:17,013619.000,37.58912,-122.08380,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:19.000,2025-05-08 01:36:17,37.58912,-122.0838,0.0,0.0,3.3174801511012273,0.0008811147052945713,False
20250508-01:36:18,013620.000,37.58911,-122.08380,1.1,0.0,3,279.70,0.6,0.3,080525,11,2025-05-08 01:36:20.000,2025-05-08 01:36:18,37.58911,-122.0838,0.6,0.3728226,2.3060987274399127,0.0011119492665983,False
20250508-01:36:19,013621.000,37.58912,-122.08380,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:21.000,2025-05-08 01:36:19,37.58912,-122.0838,0.0,0.0,3.3174801511012273,0.0011119492665983,False
20250508-01:36:20,013622.000,37.58912,-122.08380,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:22.000,2025-05-08 01:36:20,37.58912,-122.0838,0.0,0.0,3.3174801511012273,0.0,False
20250508-01:36:21,013623.000,37.58911,-122.08380,1.1,0.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:23.000,2025-05-08 01:36:21,37.58911,-122.0838,0.0,0.0,2.3060987274399127,0.0011119492665983,False
20250508-01:36:22,013624.000,37.58911,-122.08381,1.1,0.0,3,279.70,0.3,0.2,080525,11,2025-05-08 01:36:24.000,2025-05-08 01:36:22,37.58911,-122.08381,0.3,0.1864113,2.8483328460315507,0.0008811148214353554,False
20250508-01:36:23,013625.000,37.58912,-122.08381,1.1,1.7,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:25.000,2025-05-08 01:36:23,37.58912,-122.08381,0.0,0.0,3.714913570800968,0.0011119492665983,False
20250508-01:36:24,013626.000,37.58912,-122.08382,1.1,2.7,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:26.000,2025-05-08 01:36:24,37.58912,-122.08382,0.0,0.0,4.260072530031562,0.0008811147052945713,False
20250508-01:36:25,013627.000,37.58912,-122.08382,1.1,4.2,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:27.000,2025-05-08 01:36:25,37.58912,-122.08382,0.0,0.0,4.260072530031562,0.0,False
20250508-01:36:26,013628.000,37.58912,-122.08382,1.1,5.0,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:28.000,2025-05-08 01:36:26,37.58912,-122.08382,0.0,0.0,4.260072530031562,0.0,False
20250508-01:36:27,013629.000,37.58913,-122.08382,1.1,5.3,3,279.70,0.3,0.2,080525,11,2025-05-08 01:36:29.000,2025-05-08 01:36:27,37.58913,-122.08382,0.3,0.1864113,5.12919706686521,0.0011119492658909769,False
20250508-01:36:28,013630.000,37.58913,-122.08382,1.1,5.4,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:30.000,2025-05-08 01:36:28,37.58913,-122.08382,0.0,0.0,5.12919706686521,0.0,False
20250508-01:36:29,013631.000,37.58913,-122.08382,1.1,5.7,3,279.70,0.3,0.2,080525,11,2025-05-08 01:36:31.000,2025-05-08 01:36:29,37.58913,-122.08382,0.3,0.1864113,5.12919706686521,0.0,False
20250508-01:36:30,013632.000,37.58912,-122.08382,1.1,4.8,3,279.70,0.0,0.0,080525,11,2025-05-08 01:36:32.000,2025-05-08 01:36:30,37.58912,-122.08382,0.0,0.0,4.260072530031562,0.0011119492658909769,False
20250508-01:36:31,013633.000,37.58912,-122.08383,1.1,5.8,3,279.70,0.4,0.2,080525,11,2025-05-08 01:36:33.000,2025-05-08 01:36:31,37.58912,-122.08383,0.4,0.2485484,4.903935145945492,0.0008811147052945713,False
20250508-01:36:32,013634.000,37.58912,-122.08383,1.1,6.7,3,279.70,0.0,0.0,080525,10,2025-05-08 01:36:34.000,2025-05-08 01:36:32,37.58912,-122.08383,0.0,0.0,4.903935145945492,0.0,False
20250508-01:36:33,013635.000,37.58912,-122.08383,1.1,7.1,3,279.70,0.4,0.2,080525,11,2025-05-08 01:36:35.000,2025-05-08 01:36:33,37.58912,-122.08383,0.4,0.2485484,4.903935145945492,0.0,False
20250508-01:37:12,013714.000,37.58919,-122.08380,4.2,7.1,2,303.10,0.0,0.0,080525,3,2025-05-08 01:37:14.000,2025-05-08 01:37:12,37.58919,-122.0838,0.0,0.0,10.957139344337511,0.008220242631004408,False
