log_ts,utc,lat,lon,hdop,altitude,fix,cog,spkm,spkn,date,nsat,gps_timestamp,log_timestamp,latitude,longitude,speed_kmh,speed_mph,dist_m,dist_from_prev_km,Not Squelched
20250508-02:53:04,025306.000,37.58908,-122.08375,1.1,-12.0,3,140.20,0.0,0.0,080525,8,2025-05-08 02:53:06.000,2025-05-08 02:53:04,37.58908,-122.08375,0.0,0.0,3.522624267236957,0.0,False
20250508-02:53:05,025307.000,37.58908,-122.08375,1.1,-11.8,3,140.20,0.0,0.0,080525,9,2025-05-08 02:53:07.000,2025-05-08 02:53:05,37.58908,-122.08375,0.0,0.0,3.522624267236957,0.0,False
20250508-02:53:06,025308.000,37.58908,-122.08375,1.1,-11.0,3,140.20,0.0,0.0,080525,8,2025-05-08 02:53:08.000,2025-05-08 02:53:06,37.58908,-122.08375,0.0,0.0,3.522624267236957,0.0,False
20250508-02:53:07,025309.000,37.58908,-122.08375,1.1,0.0,3,140.20,0.0,0.0,080525,9,2025-05-08 02:53:09.000,2025-05-08 02:53:07,37.58908,-122.08375,0.0,0.0,3.522624267236957,0.0,False
20250508-02:53:08,025310.000,37.58908,-122.08375,1.1,0.0,3,140.20,0.0,0.0,080525,8,2025-05-08 02:53:10.000,2025-05-08 02:53:08,37.58908,-122.08375,0.0,0.0,3.522624267236957,0.0,False
20250508-02:53:09,025311.000,37.58907,-122.08375,1.1,0.0,3,137.00,0.3,0.2,080525,9,2025-05-08 02:53:11.000,2025-05-08 02:53:09,37.58907,-122.08375,0.3,0.1864113,4.075874033617281,0.0011119492665983,False
20250508-02:53:10,025312.000,37.58907,-122.08375,1.1,0.0,3,137.00,0.0,0.0,080525,8,2025-05-08 02:53:12.000,2025-05-08 02:53:10,37.58907,-122.08375,0.0,0.0,4.075874033617281,0.0,False
20250508-02:53:11,025313.000,37.58907,-122.08375,1.1,0.0,3,137.00,0.0,0.0,080525,8,2025-05-08 02:53:13.000,2025-05-08 02:53:11,37.58907,-122.08375,0.0,0.0,4.075874033617281,0.0,False
20250508-02:53:12,025314.000,37.58907,-122.08375,1.1,0.0,3,137.00,0.3,0.2,080525,8,2025-05-08 02:53:14.000,2025-05-08 02:53:12,37.58907,-122.08375,0.3,0.1864113,4.075874033617281,0.0,False
20250508-02:53:13,025315.000,37.58907,-122.08375,1.1,0.0,3,137.00,0.3,0.2,080525,8,2025-05-08 02:53:15.000,2025-05-08 02:53:13,37.58907,-122.08375,0.3,0.1864113,4.075874033617281,0.0,False
20250508-02:53:14,025316.000,37.58907,-122.08375,1.1,0.0,3,137.00,0.0,0.0,080525,9,2025-05-08 02:53:16.000,2025-05-08 02:53:14,37.58907,-122.08375,0.0,0.0,4.075874033617281,0.0,False
20250508-02:53:15,025317.000,37.58907,-122.08375,1.1,0.0,3,137.00,0.0,0.0,080525,9,2025-05-08 02:53:17.000,2025-05-08 02:53:15,37.58907,-122.08375,0.0,0.0,4.075874033617281,0.0,False
20250508-02:53:16,025318.000,37.58907,-122.08376,1.1,0.0,3,137.00,0.3,0.2,080525,9,2025-05-08 02:53:18.000,2025-05-08 02:53:16,37.58907,-122.08376,0.3,0.1864113,3.4123335062247677,0.0008811152949660111,False
20250508-02:53:17,025319.000,37.58907,-122.08376,1.1,-10.3,3,137.00,0.0,0.0,080525,9,2025-05-08 02:53:19.000,2025-05-08 02:53:17,37.58907,-122.08376,0.0,0.0,3.4123335062247677,0.0,False
20250508-02:53:18,025320.000,37.58907,-122.08376,1.1,-11.3,3,137.00,0.0,0.0,080525,9,2025-05-08 02:53:20.000,2025-05-08 02:53:18,37.58907,-122.08376,0.0,0.0,3.4123335062247677,0.0,False
20250508-02:53:19,025321.000,37.58907,-122.08376,1.1,-10.6,3,137.00,0.0,0.0,080525,9,2025-05-08 02:53:21.000,2025-05-08 02:53:19,37.58907,-122.08376,0.0,0.0,3.4123335062247677,0.0,False
20250508-02:53:20,025322.000,37.58907,-122.08376,1.1,-10.2,3,137.00,0.3,0.2,080525,9,2025-05-08 02:53:22.000,2025-05-08 02:53:20,37.58907,-122.08376,0.3,0.1864113,3.4123335062247677,0.0,False
20250508-02:53:21,025323.000,37.58907,-122.08376,1.1,0.0,3,137.00,0.3,0.2,080525,9,2025-05-08 02:53:23.000,2025-05-08 02:53:21,37.58907,-122.08376,0.3,0.1864113,3.4123335062247677,0.0,False
20250508-02:53:22,025324.000,37.58907,-122.08376,1.1,-11.0,3,137.00,0.6,0.3,080525,9,2025-05-08 02:53:24.000,2025-05-08 02:53:22,37.58907,-122.08376,0.6,0.3728226,3.4123335062247677,0.0,False
20250508-02:53:23,025325.000,37.58907,-122.08376,1.1,-12.9,3,137.00,0.6,0.3,080525,9,2025-05-08 02:53:25.000,2025-05-08 02:53:23,37.58907,-122.08376,0.6,0.3728226,3.4123335062247677,0.0,False
20250508-02:53:24,025326.000,37.58907,-122.08376,1.1,-13.7,3,137.00,0.0,0.0,080525,9,2025-05-08 02:53:26.000,2025-05-08 02:53:24,37.58907,-122.08376,0.0,0.0,3.4123335062247677,0.0,False
20250508-02:53:25,025327.000,37.58908,-122.08376,1.1,-14.2,3,137.00,0.0,0.0,080525,9,2025-05-08 02:53:27.000,2025-05-08 02:53:25,37.58908,-122.08376,0.0,0.0,2.7276644250147695,0.0011119492665983,False
20250508-02:53:26,025328.000,37.58908,-122.08376,1.1,-15.1,3,137.00,0.0,0.0,080525,9,2025-05-08 02:53:28.000,2025-05-08 02:53:26,37.58908,-122.08376,0.0,0.0,2.7276644250147695,0.0,False
20250508-02:53:27,025329.000,37.58908,-122.08376,1.1,-14.7,3,130.90,0.5,0.2,080525,9,2025-05-08 02:53:29.000,2025-05-08 02:53:27,37.58908,-122.08376,0.5,0.3106855,2.7276644250147695,0.0,False
20250508-02:53:28,025330.000,37.58907,-122.08376,1.1,-13.7,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:30.000,2025-05-08 02:53:28,37.58907,-122.08376,0.0,0.0,3.4123335062247677,0.0011119492665983,False
20250508-02:53:29,025331.000,37.58907,-122.08376,1.1,-13.6,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:31.000,2025-05-08 02:53:29,37.58907,-122.08376,0.0,0.0,3.4123335062247677,0.0,False
20250508-02:53:30,025332.000,37.58907,-122.08375,1.1,-15.3,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:32.000,2025-05-08 02:53:30,37.58907,-122.08375,0.0,0.0,4.075874033617281,0.0008811152949660111,False
20250508-02:53:31,025333.000,37.58907,-122.08375,1.1,-15.9,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:33.000,2025-05-08 02:53:31,37.58907,-122.08375,0.0,0.0,4.075874033617281,0.0,False
20250508-02:53:32,025334.000,37.58907,-122.08375,1.1,-16.3,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:34.000,2025-05-08 02:53:32,37.58907,-122.08375,0.0,0.0,4.075874033617281,0.0,False
20250508-02:53:33,025335.000,37.58907,-122.08375,1.1,-16.9,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:35.000,2025-05-08 02:53:33,37.58907,-122.08375,0.0,0.0,4.075874033617281,0.0,False
20250508-02:53:34,025336.000,37.58907,-122.08375,1.1,-16.8,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:36.000,2025-05-08 02:53:34,37.58907,-122.08375,0.0,0.0,4.075874033617281,0.0,False
20250508-02:53:35,025337.000,37.58907,-122.08374,1.1,-16.5,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:37.000,2025-05-08 02:53:35,37.58907,-122.08374,0.0,0.0,4.809803133727456,0.0008811152949660111,False
20250508-02:53:36,025338.000,37.58907,-122.08374,1.1,-20.0,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:38.000,2025-05-08 02:53:36,37.58907,-122.08374,0.0,0.0,4.809803133727456,0.0,False
20250508-02:53:37,025339.000,37.58907,-122.08374,1.1,-18.5,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:39.000,2025-05-08 02:53:37,37.58907,-122.08374,0.0,0.0,4.809803133727456,0.0,False
20250508-02:53:38,025340.000,37.58907,-122.08374,1.1,-17.3,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:40.000,2025-05-08 02:53:38,37.58907,-122.08374,0.0,0.0,4.809803133727456,0.0,False
20250508-02:53:39,025341.000,37.58906,-122.08374,1.1,-15.5,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:41.000,2025-05-08 02:53:39,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0011119492658909769,False
20250508-02:53:40,025342.000,37.58906,-122.08374,1.1,-14.2,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:42.000,2025-05-08 02:53:40,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:53:41,025343.000,37.58906,-122.08374,1.1,-14.7,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:43.000,2025-05-08 02:53:41,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:53:42,025344.000,37.58906,-122.08374,1.1,-14.9,3,130.90,0.0,0.0,080525,9,2025-05-08 02:53:44.000,2025-05-08 02:53:42,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:53:43,025345.000,37.58906,-122.08374,1.1,-16.2,3,130.90,0.2,0.1,080525,9,2025-05-08 02:53:45.000,2025-05-08 02:53:43,37.58906,-122.08374,0.2,0.1242742,5.459939267898466,0.0,False
20250508-02:53:44,025346.000,37.58906,-122.08374,1.1,-18.5,3,130.90,0.3,0.1,080525,9,2025-05-08 02:53:46.000,2025-05-08 02:53:44,37.58906,-122.08374,0.3,0.1864113,5.459939267898466,0.0,False
20250508-02:53:45,025347.000,37.58906,-122.08373,1.1,-18.3,3,135.90,0.3,0.1,080525,9,2025-05-08 02:53:47.000,2025-05-08 02:53:45,37.58906,-122.08373,0.3,0.1864113,6.1550891813893465,0.0008811154155905565,False
20250508-02:53:46,025348.000,37.58905,-122.08373,1.1,-17.6,3,133.20,0.3,0.2,080525,9,2025-05-08 02:53:48.000,2025-05-08 02:53:46,37.58905,-122.08373,0.3,0.1864113,6.85818612263007,0.001111949267305623,False
20250508-02:53:47,025349.000,37.58905,-122.08373,1.1,-16.8,3,133.20,0.5,0.3,080525,9,2025-05-08 02:53:49.000,2025-05-08 02:53:47,37.58905,-122.08373,0.5,0.3106855,6.85818612263007,0.0,False
20250508-02:53:48,025350.000,37.58906,-122.08373,1.1,-16.2,3,133.20,0.5,0.3,080525,9,2025-05-08 02:53:50.000,2025-05-08 02:53:48,37.58906,-122.08373,0.5,0.3106855,6.1550891813893465,0.001111949267305623,False
20250508-02:53:49,025351.000,37.58906,-122.08373,1.1,-15.7,3,133.20,0.0,0.0,080525,9,2025-05-08 02:53:51.000,2025-05-08 02:53:49,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:53:50,025352.000,37.58905,-122.08373,1.1,-15.7,3,134.40,0.6,0.3,080525,9,2025-05-08 02:53:52.000,2025-05-08 02:53:50,37.58905,-122.08373,0.6,0.3728226,6.85818612263007,0.001111949267305623,False
20250508-02:53:51,025353.000,37.58905,-122.08372,1.1,-15.6,3,134.40,0.6,0.3,080525,9,2025-05-08 02:53:53.000,2025-05-08 02:53:51,37.58905,-122.08372,0.6,0.3728226,7.527392130836975,0.000881115533973127,False
20250508-02:53:52,025354.000,37.58905,-122.08372,1.1,-15.3,3,134.40,0.6,0.3,080525,9,2025-05-08 02:53:54.000,2025-05-08 02:53:52,37.58905,-122.08372,0.6,0.3728226,7.527392130836975,0.0,False
20250508-02:53:53,025355.000,37.58905,-122.08372,1.1,-15.0,3,134.40,0.0,0.0,080525,9,2025-05-08 02:53:55.000,2025-05-08 02:53:53,37.58905,-122.08372,0.0,0.0,7.527392130836975,0.0,False
20250508-02:53:54,025356.000,37.58905,-122.08372,1.1,-16.6,3,134.40,0.0,0.0,080525,9,2025-05-08 02:53:56.000,2025-05-08 02:53:54,37.58905,-122.08372,0.0,0.0,7.527392130836975,0.0,False
20250508-02:53:55,025357.000,37.58905,-122.08372,1.1,-16.8,3,134.40,0.0,0.0,080525,9,2025-05-08 02:53:57.000,2025-05-08 02:53:55,37.58905,-122.08372,0.0,0.0,7.527392130836975,0.0,False
20250508-02:53:56,025358.000,37.58905,-122.08371,1.1,-18.6,3,134.40,0.0,0.0,080525,9,2025-05-08 02:53:58.000,2025-05-08 02:53:56,37.58905,-122.08371,0.0,0.0,8.236581569555382,0.000881115531731178,False
20250508-02:53:57,025359.000,37.58905,-122.08371,1.1,-17.0,3,134.40,0.0,0.0,080525,9,2025-05-08 02:53:59.000,2025-05-08 02:53:57,37.58905,-122.08371,0.0,0.0,8.236581569555382,0.0,False
20250508-02:53:58,025400.000,37.58905,-122.08371,1.1,-15.7,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:00.000,2025-05-08 02:53:58,37.58905,-122.08371,0.0,0.0,8.236581569555382,0.0,False
20250508-02:53:59,025401.000,37.58905,-122.08371,1.1,-13.9,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:01.000,2025-05-08 02:53:59,37.58905,-122.08371,0.0,0.0,8.236581569555382,0.0,False
20250508-02:54:00,025402.000,37.58905,-122.08371,1.1,-13.1,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:02.000,2025-05-08 02:54:00,37.58905,-122.08371,0.0,0.0,8.236581569555382,0.0,False
20250508-02:54:01,025403.000,37.58905,-122.08371,1.1,-13.6,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:03.000,2025-05-08 02:54:01,37.58905,-122.08371,0.0,0.0,8.236581569555382,0.0,False
20250508-02:54:02,025404.000,37.58905,-122.08371,1.1,-14.2,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:04.000,2025-05-08 02:54:02,37.58905,-122.08371,0.0,0.0,8.236581569555382,0.0,False
20250508-02:54:03,025405.000,37.58905,-122.08371,1.1,-15.1,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:05.000,2025-05-08 02:54:03,37.58905,-122.08371,0.0,0.0,8.236581569555382,0.0,False
20250508-02:54:04,025406.000,37.58905,-122.08371,1.1,-16.6,3,134.40,0.3,0.2,080525,9,2025-05-08 02:54:06.000,2025-05-08 02:54:04,37.58905,-122.08371,0.3,0.1864113,8.236581569555382,0.0,False
20250508-02:54:05,025407.000,37.58905,-122.08371,1.1,-18.0,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:07.000,2025-05-08 02:54:05,37.58905,-122.08371,0.0,0.0,8.236581569555382,0.0,False
20250508-02:54:06,025408.000,37.58905,-122.08372,1.1,-17.7,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:08.000,2025-05-08 02:54:06,37.58905,-122.08372,0.0,0.0,7.527392130836975,0.000881115531731178,False
20250508-02:54:07,025409.000,37.58905,-122.08372,1.1,-17.4,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:09.000,2025-05-08 02:54:07,37.58905,-122.08372,0.0,0.0,7.527392130836975,0.0,False
20250508-02:54:08,025410.000,37.58905,-122.08372,1.1,-16.6,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:10.000,2025-05-08 02:54:08,37.58905,-122.08372,0.0,0.0,7.527392130836975,0.0,False
20250508-02:54:09,025411.000,37.58905,-122.08372,1.1,-15.2,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:11.000,2025-05-08 02:54:09,37.58905,-122.08372,0.0,0.0,7.527392130836975,0.0,False
20250508-02:54:10,025412.000,37.58905,-122.08372,1.1,-14.9,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:12.000,2025-05-08 02:54:10,37.58905,-122.08372,0.0,0.0,7.527392130836975,0.0,False
20250508-02:54:11,025413.000,37.58905,-122.08372,1.1,-14.7,3,134.40,0.3,0.2,080525,9,2025-05-08 02:54:13.000,2025-05-08 02:54:11,37.58905,-122.08372,0.3,0.1864113,7.527392130836975,0.0,False
20250508-02:54:12,025414.000,37.58905,-122.08372,1.1,-15.2,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:14.000,2025-05-08 02:54:12,37.58905,-122.08372,0.0,0.0,7.527392130836975,0.0,False
20250508-02:54:13,025415.000,37.58905,-122.08372,1.1,-15.4,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:15.000,2025-05-08 02:54:13,37.58905,-122.08372,0.0,0.0,7.527392130836975,0.0,False
20250508-02:54:14,025416.000,37.58905,-122.08372,1.1,-16.2,3,134.40,0.3,0.2,080525,9,2025-05-08 02:54:16.000,2025-05-08 02:54:14,37.58905,-122.08372,0.3,0.1864113,7.527392130836975,0.0,False
20250508-02:54:15,025417.000,37.58906,-122.08373,1.1,-17.1,3,134.40,0.3,0.2,080525,9,2025-05-08 02:54:17.000,2025-05-08 02:54:15,37.58906,-122.08373,0.3,0.1864113,6.1550891813893465,0.001418730296061074,False
20250508-02:54:16,025418.000,37.58906,-122.08373,1.1,-15.8,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:18.000,2025-05-08 02:54:16,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:17,025419.000,37.58906,-122.08373,1.1,-16.2,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:19.000,2025-05-08 02:54:17,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:18,025420.000,37.58906,-122.08373,1.1,-15.7,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:20.000,2025-05-08 02:54:18,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:19,025421.000,37.58906,-122.08374,1.1,-15.9,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:21.000,2025-05-08 02:54:19,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0008811154155905565,False
20250508-02:54:20,025422.000,37.58906,-122.08374,1.1,-16.3,3,134.40,0.3,0.1,080525,9,2025-05-08 02:54:22.000,2025-05-08 02:54:20,37.58906,-122.08374,0.3,0.1864113,5.459939267898466,0.0,False
20250508-02:54:21,025423.000,37.58906,-122.08374,1.1,-18.3,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:23.000,2025-05-08 02:54:21,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:22,025424.000,37.58906,-122.08374,1.1,-17.3,3,134.40,0.3,0.1,080525,9,2025-05-08 02:54:24.000,2025-05-08 02:54:22,37.58906,-122.08374,0.3,0.1864113,5.459939267898466,0.0,False
20250508-02:54:23,025425.000,37.58906,-122.08374,1.1,-16.9,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:25.000,2025-05-08 02:54:23,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:24,025426.000,37.58906,-122.08374,1.1,-17.0,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:26.000,2025-05-08 02:54:24,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:25,025427.000,37.58906,-122.08374,1.1,-17.1,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:27.000,2025-05-08 02:54:25,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:26,025428.000,37.58906,-122.08374,1.1,-16.7,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:28.000,2025-05-08 02:54:26,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:27,025429.000,37.58906,-122.08374,1.1,-15.0,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:29.000,2025-05-08 02:54:27,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:28,025430.000,37.58906,-122.08374,1.1,-12.6,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:30.000,2025-05-08 02:54:28,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:29,025431.000,37.58906,-122.08374,1.1,-12.0,3,134.40,0.3,0.2,080525,9,2025-05-08 02:54:31.000,2025-05-08 02:54:29,37.58906,-122.08374,0.3,0.1864113,5.459939267898466,0.0,False
20250508-02:54:30,025432.000,37.58906,-122.08374,1.1,0.0,3,134.40,0.4,0.2,080525,9,2025-05-08 02:54:32.000,2025-05-08 02:54:30,37.58906,-122.08374,0.4,0.2485484,5.459939267898466,0.0,False
20250508-02:54:31,025433.000,37.58906,-122.08374,1.1,0.0,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:33.000,2025-05-08 02:54:31,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:32,025434.000,37.58906,-122.08374,1.1,0.0,3,134.40,0.0,0.0,080525,9,2025-05-08 02:54:34.000,2025-05-08 02:54:32,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:33,025435.000,37.58906,-122.08374,1.1,0.0,3,126.20,0.4,0.2,080525,9,2025-05-08 02:54:35.000,2025-05-08 02:54:33,37.58906,-122.08374,0.4,0.2485484,5.459939267898466,0.0,False
20250508-02:54:34,025436.000,37.58906,-122.08374,1.1,-13.1,3,126.20,0.4,0.2,080525,9,2025-05-08 02:54:36.000,2025-05-08 02:54:34,37.58906,-122.08374,0.4,0.2485484,5.459939267898466,0.0,False
20250508-02:54:35,025437.000,37.58906,-122.08374,1.1,-15.6,3,126.20,0.0,0.0,080525,9,2025-05-08 02:54:37.000,2025-05-08 02:54:35,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:36,025438.000,37.58906,-122.08374,1.1,-18.0,3,126.20,0.0,0.0,080525,9,2025-05-08 02:54:38.000,2025-05-08 02:54:36,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:37,025439.000,37.58906,-122.08374,1.1,-19.6,3,134.10,0.5,0.3,080525,9,2025-05-08 02:54:39.000,2025-05-08 02:54:37,37.58906,-122.08374,0.5,0.3106855,5.459939267898466,0.0,False
20250508-02:54:38,025440.000,37.58906,-122.08374,1.1,-19.4,3,134.10,0.6,0.3,080525,9,2025-05-08 02:54:40.000,2025-05-08 02:54:38,37.58906,-122.08374,0.6,0.3728226,5.459939267898466,0.0,False
20250508-02:54:39,025441.000,37.58906,-122.08373,1.1,-19.7,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:41.000,2025-05-08 02:54:39,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0008811154155905565,False
20250508-02:54:40,025442.000,37.58906,-122.08374,1.1,-20.4,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:42.000,2025-05-08 02:54:40,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0008811154155905565,False
20250508-02:54:41,025443.000,37.58906,-122.08374,1.1,-18.4,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:43.000,2025-05-08 02:54:41,37.58906,-122.08374,0.0,0.0,5.459939267898466,0.0,False
20250508-02:54:42,025444.000,37.58906,-122.08373,1.1,-16.8,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:44.000,2025-05-08 02:54:42,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0008811154155905565,False
20250508-02:54:43,025445.000,37.58906,-122.08373,1.1,-16.9,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:45.000,2025-05-08 02:54:43,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:44,025446.000,37.58906,-122.08373,1.1,-15.3,3,134.10,0.4,0.2,080525,9,2025-05-08 02:54:46.000,2025-05-08 02:54:44,37.58906,-122.08373,0.4,0.2485484,6.1550891813893465,0.0,False
20250508-02:54:45,025447.000,37.58906,-122.08373,1.1,-15.0,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:47.000,2025-05-08 02:54:45,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:46,025448.000,37.58906,-122.08373,1.1,-15.2,3,134.10,0.4,0.2,080525,9,2025-05-08 02:54:48.000,2025-05-08 02:54:46,37.58906,-122.08373,0.4,0.2485484,6.1550891813893465,0.0,False
20250508-02:54:47,025449.000,37.58906,-122.08373,1.1,-16.8,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:49.000,2025-05-08 02:54:47,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:48,025450.000,37.58906,-122.08373,1.1,-18.9,3,134.10,0.4,0.2,080525,9,2025-05-08 02:54:50.000,2025-05-08 02:54:48,37.58906,-122.08373,0.4,0.2485484,6.1550891813893465,0.0,False
20250508-02:54:49,025451.000,37.58906,-122.08373,1.1,-19.4,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:51.000,2025-05-08 02:54:49,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:50,025452.000,37.58906,-122.08373,1.1,-18.8,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:52.000,2025-05-08 02:54:50,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:51,025453.000,37.58906,-122.08373,1.1,-19.4,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:53.000,2025-05-08 02:54:51,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:52,025454.000,37.58906,-122.08373,1.1,-20.5,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:54.000,2025-05-08 02:54:52,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:53,025455.000,37.58906,-122.08373,1.1,-22.6,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:55.000,2025-05-08 02:54:53,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:54,025456.000,37.58906,-122.08373,1.1,-25.1,3,134.10,0.2,0.1,080525,9,2025-05-08 02:54:56.000,2025-05-08 02:54:54,37.58906,-122.08373,0.2,0.1242742,6.1550891813893465,0.0,False
20250508-02:54:55,025457.000,37.58906,-122.08373,1.1,-26.0,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:57.000,2025-05-08 02:54:55,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:56,025458.000,37.58906,-122.08373,1.1,-24.5,3,134.10,0.2,0.1,080525,9,2025-05-08 02:54:58.000,2025-05-08 02:54:56,37.58906,-122.08373,0.2,0.1242742,6.1550891813893465,0.0,False
20250508-02:54:57,025459.000,37.58906,-122.08373,1.1,-21.6,3,134.10,0.0,0.0,080525,9,2025-05-08 02:54:59.000,2025-05-08 02:54:57,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:58,025500.000,37.58906,-122.08373,1.1,-19.3,3,134.10,0.0,0.0,080525,9,2025-05-08 02:55:00.000,2025-05-08 02:54:58,37.58906,-122.08373,0.0,0.0,6.1550891813893465,0.0,False
20250508-02:54:59,025501.000,37.58906,-122.08373,1.1,-20.2,3,135.30,0.2,0.1,080525,9,2025-05-08 02:55:01.000,2025-05-08 02:54:59,37.58906,-122.08373,0.2,0.1242742,6.1550891813893465,0.0,False
20250508-02:55:00,025502.000,37.58906,-122.08372,1.1,-20.3,3,136.50,0.2,0.1,080525,9,2025-05-08 02:55:02.000,2025-05-08 02:55:00,37.58906,-122.08372,0.2,0.1242742,6.892897571861861,0.0008811154155905565,False
20250508-02:55:01,025503.000,37.58905,-122.08372,1.1,-17.5,3,140.80,0.2,0.1,080525,9,2025-05-08 02:55:03.000,2025-05-08 02:55:01,37.58905,-122.08372,0.2,0.1242742,7.527392130836975,0.001111949267305623,False
