timestamp,odometer_miles,speed_mph,latitude,longitude,status
2025-05-07T19:53:21.115977,7323.639669,,37.803426,-121.338779,awake
2025-05-07T19:54:21.653835,7323.639669,,37.803426,-121.338779,awake
2025-05-07T19:55:22.038620,7323.639669,,37.803426,-121.338779,awake
2025-05-07T19:56:22.633264,7323.639669,,37.803426,-121.338779,awake
2025-05-07T19:57:23.030276,7323.639669,,37.803426,-121.338779,awake
2025-05-07T19:58:23.327520,7323.639669,,37.803426,-121.338779,awake
2025-05-07T19:59:23.687088,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:00:24.728112,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:01:25.198890,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:02:25.569568,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:03:25.887004,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:04:26.230244,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:05:26.705913,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:06:27.152063,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:07:48.117802,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:08:48.476266,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:09:48.975678,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:10:49.373053,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:11:49.763446,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:12:50.087207,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:13:50.502379,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:14:51.677613,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:15:52.013062,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:16:52.671995,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:17:52.992335,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:18:53.451176,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:20:13.416688,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:21:13.832871,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:22:14.130822,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:23:14.492971,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:24:14.922993,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:25:15.260447,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:26:15.761756,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:27:17.050500,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:28:17.376160,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:29:18.107453,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:30:18.448034,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:31:19.555611,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:32:20.383666,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:33:20.776470,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:34:21.580064,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:35:21.904935,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:36:22.240778,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:37:22.622082,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:38:22.961347,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:39:23.549149,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:40:24.023231,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:41:24.486463,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:42:25.108541,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:43:25.599324,7323.639669,,37.803426,-121.338779,awake
2025-05-07T20:44:26.106042,7323.639669,,37.803426,-121.338779,awake
